"","42C_A3_R1_44C","42C_A3_R2_44C","A3_F181_R1_44C","A3_F181_R2_44C","A3_F228_R1_44C","A3_F228_R2_44C","A4_F244_R1_44C","A4_F244_R2_44C","A8_F232_R1_44C","A8_F232_R2_44C","A9_F200_R1_44C","A9_F200_R2_44C","A9_F255_R1_44C","A9_F255_R2_44C","A10_F210_R1_44C","A10_F210_R2_44C","A16_F258_R1_44C","A16_F258_R2_44C"
"casC",7.15957691547267,7.33351945763874,6.66750880568123,6.56771412636099,6.62337623453962,7.01907555326762,6.11880753416277,6.46458965301555,6.13367614148289,6.05451939868949,6.76502525945836,7.09502849352241,6.48730587438005,6.67431111189042,6.76820251977945,6.94085694616246,6.56517784330277,6.7786139171638
"casD",7.25717441657589,7.11960253950735,7.02768074415891,6.82065129272929,6.83585987073062,6.70260605666256,6.1876007131163,6.43567782909267,6.37686781345359,6.34959227026452,6.96817227281213,6.98751598589636,6.48730587438005,6.7769275238646,6.53225373008878,6.91319169475215,6.97026418889915,7.17117713541961
"casE",6.70926975898723,6.92002614329053,6.44551226664103,6.60676782264349,6.35640385256767,6.37027814129392,6.22073501610696,5.99096748360471,6.15568124243417,5.96361392598287,6.51444653071187,6.96150202860822,6.43159452668151,6.45291259541655,6.0542881521559,6.60177185140853,6.04691391767887,6.33630429620608
"cbl",10.4357202827641,11.1443515651952,9.49716747307629,8.92249024301172,8.42572400782911,8.2227973392365,8.80789358514442,9.17129379934896,8.30925499197361,8.20901934329627,10.3544743994446,10.6709228169039,8.81109920677975,9.1736163087827,8.34472052906698,8.07158075800335,9.49720175288988,10.5036238204222
"cbpA",9.43299000802527,9.41328128154393,9.70848812544324,9.62089540122019,9.5729865439909,9.66942556303938,9.21200636779045,9.38835718063313,9.6069778233616,9.50502828322564,8.99625995026512,9.46148561239395,9.13780533529621,9.11385909085542,9.31137594573958,9.18831199262675,8.99918313505737,8.72227346369083
"cbpM",6.94161085412365,6.94551485885992,7.49720121864706,7.2781079808514,7.21069605422583,7.10167744662615,6.80042400364023,6.2482022915321,6.80506308496589,6.93933664508667,6.72062639657231,6.83333863058964,6.60504717033103,6.54573395556628,6.63828083158422,6.41549498815788,6.69085879499038,6.58198780184762
"cbrA",5.97771885579009,6.2926437945633,5.65083095140398,6.19070890177711,6.28936740126881,6.45757864007206,5.90923086126327,5.72257470740977,5.73621227295436,5.86605009202622,5.93845115253345,5.91747757413383,6.02041152668604,5.98908126915494,6.67190749135852,6.636214349754,6.22633866586669,6.21333162671268
"cbrB",5.76840187913867,5.69339110557995,6.18097429482343,5.71705844262538,5.72130550332168,5.84537835453284,5.52859249831238,5.28107332791326,5.37508851224378,5.48636783619698,5.72223078543115,6.00761688648849,5.81295683787505,5.93400507207849,6.20202896423498,5.99942119459646,5.83976702335594,6.17606458319334
"cbrC",6.52021055691318,6.67737743909303,6.94588606373393,6.98682237773275,6.98957822014439,7.10167744662615,6.61635620215864,6.65170998404553,6.2906512290249,6.443634337405,6.86007690045606,6.87115951262618,6.98708548503207,6.6905950864284,7.21633813565814,7.12070801688379,6.58383943460849,7.00418972361767
"cca",9.48848603339767,9.33428999113243,9.29926875750121,9.48832535461954,9.50970666065732,9.29700011979509,9.31812723762867,9.49693668452134,9.57468135041723,9.43647672793857,9.79577692359095,9.63453961315042,9.42684572521371,9.59413004709643,9.61368975256415,9.49584209117503,9.53541298459445,9.72790058293734
"ccmA",6.69658099178156,6.73720379433152,7.10500980883424,7.01591633722562,7.16547007431168,6.485497154669,6.8533284238506,6.60075934419522,6.7493210322385,6.71328177151945,6.57831011253924,6.5355450079067,6.61753628886906,6.31152925236822,6.97016763124645,6.88497372008249,6.74145037982373,6.70324055958155
