"","42C_A3_R1_44C","42C_A3_R2_44C","A3_F181_R1_44C","A3_F181_R2_44C","A3_F228_R1_44C","A3_F228_R2_44C","A4_F244_R1_44C","A4_F244_R2_44C","A8_F232_R1_44C","A8_F232_R2_44C","A9_F200_R1_44C","A9_F200_R2_44C","A9_F255_R1_44C","A9_F255_R2_44C","A10_F210_R1_44C","A10_F210_R2_44C","A16_F258_R1_44C","A16_F258_R2_44C"
"plaR",9.36937108213632,9.49530539314356,9.45384998261554,9.22787110894681,9.2179301454656,9.15288729335449,9.18777663717934,9.28291305402172,9.18759916555939,9.09347461014269,9.20352851386251,9.44142778416664,9.16737201016168,9.20748000381251,8.94201078949868,9.13595307439363,9.07898537067623,9.12761407909496
"pldA",8.48986440574945,8.2854028540433,8.79677351059843,9.14763796431969,9.25270734959191,9.27755359791003,9.25733819789753,9.26489978412247,9.04768382464987,8.96672128562248,9.06798383199123,9.03076641608698,9.04755534091401,8.99769067702592,9.12060780900645,9.14775386736357,9.23807740790324,9.26329899286765
"pldB",9.4921109105451,9.43867837223118,9.49716747307629,9.41085300355132,9.69177901025959,9.41382640777537,9.27469579635176,9.27693360604966,9.34096236154277,9.29773524754725,9.38470517790585,9.4020526659904,9.4320743883043,9.27024250951701,9.55276200214425,9.61961471579063,9.47525439988038,9.52327171323445
"pliG",7.96066088254721,7.53625863574408,8.16907836406951,8.29256946986449,8.14908323110077,8.32116766538951,8.64236053459902,8.35105396722997,7.77601054912717,7.84737742481405,7.91920089386358,7.94544901046586,8.06283339378854,7.85485076587618,8.19305302095977,8.05911655558376,8.11662149379653,7.96193020929948
"plsB",11.4194994269115,11.3776814314021,10.984637054165,11.0996114357946,11.0844198772855,11.2641246626116,11.1273611295958,11.3515236958489,11.2267098937503,11.0748989786518,11.2972230751444,11.5235624328635,11.1026351646819,11.1974732775287,11.1897847083342,11.0773475051712,11.1867678998109,11.0541433843038
"plsC",8.58466185542056,8.4266406965933,8.45957820209287,8.83078749857033,8.62814534345037,8.84991887366292,8.8419434730373,8.67607946814536,8.86220669532149,8.76426393173911,8.84623203617486,8.68973472987762,8.80841997994805,8.77860172544252,8.71443870997228,8.66341653026501,8.72097331859142,8.87419808963371
"plsX",9.71475374568353,9.72028033593178,9.83766492862442,9.76511442375114,9.59008241211173,9.70479360813994,10.0015232662125,10.2664416340373,9.88353634082494,9.93117079927711,10.4796882941717,9.86396724261964,10.0461077318028,10.0893209350556,9.91970277820285,9.88223242709341,10.0327872808841,10.3020477655505
"plsY",6.95228105788009,6.97055215931112,6.66750880568123,7.06311660171028,7.14696896756538,6.91110196885291,7.25713870694288,7.33284481784052,7.07756960953062,7.17896063649511,7.2734112892696,6.94388973855466,7.413388905948,7.32528414673568,7.14686287290628,7.25858148003081,7.3291701586568,7.41735784240579
"pmrD",5.38947216754266,5.51263362989836,5.41165779364327,5.83538970972159,6.28936740126881,5.33498019671393,5.92970123403819,5.72257470740977,5.65912720638851,5.82752220959479,5.81304223333318,5.47780839046839,5.81295683787505,6.00250238036487,5.82799152047984,6.152681872269,5.93252233054457,6.15704122605958
"pncA",7.49367953254265,7.24087059932252,8.27256970619013,8.12159248381951,8.00327141593572,7.9936984501399,7.97309445699457,8.22405660852803,7.83686188884354,7.92212550714027,8.06680949501334,7.68620438942172,7.85486321187905,7.90398021522887,7.72437566888022,7.49978514376594,7.86925500763782,7.68659709876687
"pncB",11.6170511549903,11.7526214678399,11.7226843459951,11.7428495290598,11.5823358366665,11.759205880434,11.880885966286,12.0170172794709,11.5911867734444,11.5932690240952,11.9499522542689,11.8184595666449,11.7177551390207,11.7848608517708,11.8831288156506,11.9119559336422,11.8059782140588,11.8857310301572
"pncC",7.22245414555868,7.06649495396417,7.17834273317098,7.32520866968079,7.72156134018272,7.60677726491553,7.28804248086781,7.02327366353443,7.48185586008621,7.52523094845133,6.98696773444057,7.35621736210587,7.3847641929971,7.33044425143572,6.99679910130806,6.91319169475215,7.01189222420502,7.13361660441583
"pnp",12.2783190367161,12.1385067070586,12.7668885951024,12.4661751574993,12.6045300355544,12.936315685273,12.7553429770037,13.1721507349718,12.7929160109453,12.8303612132594,12.5935475972823,12.3702476651002,12.6510120539245,12.8077610232192,12.5865909938406,12.497288215456,12.6283743194995,12.4814057609672
"pntA",13.1437669136501,13.0075621934505,13.8079661994299,13.5258302079257,13.7126277319099,13.8893489171477,13.5501770019389,13.7027945923265,13.1472791576396,13.2215003866366,13.1543688539608,13.2935841937508,13.8195503392298,13.7831059713642,12.9177461055661,12.805817720366,13.5472345558133,13.3444744990937
"pntB",12.6907694917227,12.5684050564444,13.4439583137431,13.2086960503922,13.4126091402271,13.5463458643167,13.2890436853698,13.1784434933011,12.6980005952149,12.7596607681673,13.0388431696424,12.9205934410971,13.3925464967129,13.3370152348965,12.4417270891415,12.3557293947068,13.042276444776,12.8256505778874
"pnuC",10.4224863960472,10.5759980647231,10.8067407910781,10.2044490335143,9.96769894103219,9.98565265397522,10.2113175909713,10.5101335830225,10.1649765379226,10.0098508530228,10.5735026682966,10.8049347915688,9.76048789636403,9.86464504414444,10.5039629078308,10.351301958945,9.82870083005877,9.70106938382807
"polA",10.3524396751121,10.3395763682253,10.3280791437787,10.3558475689548,10.5478336698659,10.7894821345876,10.4412898404271,10.7754763097725,10.5613264843271,10.5974804493744,10.2894163030149,10.5672594758116,10.421252772255,10.4607733106851,10.4524854715265,10.4088028503219,10.1952282590769,9.75730922288082
"polB",7.92884567531987,7.76681011777479,7.37807042417384,7.94261559843336,8.06828106600483,7.85330951536438,7.91511634234762,8.07096410795595,7.94520284633373,7.99594242657721,7.69342277443922,7.58820321385259,7.57404441851968,7.76650385216717,8.27088536677849,8.02106155937315,7.83126193056422,7.99356094079707
"potA",9.19127289152513,9.15300275548817,9.70848812544324,9.24420786776041,8.8201551274068,9.60692290334156,9.63870303522327,9.9456639065185,9.59238721963528,9.60527812015992,9.5042299750002,9.40683485351045,9.65115745138996,9.55959184580087,9.3061109355901,9.08162013499549,9.62008070055287,9.47935852261843
"potB",7.28267002534256,7.18508918647828,8.65087660015947,7.69105531469073,7.67730454278862,7.8051020926813,7.81824011620881,8.03828621088236,7.46907495502876,7.53671478721677,7.64130482521026,7.50705063209648,7.56132494084783,7.38104361768858,7.2387623440707,7.60665384525864,7.68549305762253,7.34540535420356
"potC",7.52244829754225,7.60145916865848,7.65912556014465,7.89674612762879,7.81786391425853,7.97929695595307,8.01048525755048,7.95067517297072,7.83686188884354,7.93373197478941,7.98565404854306,7.85480564109341,7.76907569611217,7.7740776145816,7.90283601749427,8.08393774608745,8.02541720364571,7.84538772291511
"potD",11.4440296503474,11.4217866875743,11.5171546663186,11.4093794252176,11.5464474026709,11.6903113700983,11.7110811784767,11.7090520741577,11.421116379618,11.3181660505949,11.4906031290157,11.8471750583827,11.6947445173926,11.5353680475838,11.3182095862707,11.1842972872334,11.4587287517042,11.3823102051704
"potE",7.48639593944749,7.69897778100916,7.65912556014465,7.17037496123445,7.35452946658392,6.7143853414682,7.1517989688313,7.09812990049026,7.10546154606089,7.14925413222412,7.19498730055742,7.12653397958843,6.95810590939758,7.14943814761739,7.62605506649664,7.16816698124645,7.23886223087088,7.3122230961771
"potF",9.55757791413307,9.59566962589152,9.18026815023694,9.19042203312207,8.91821877705171,9.56743778318664,9.21800069165148,9.33180019893032,9.19018594344976,9.18838375888328,9.29041773095584,9.63996515023739,9.5963262003193,9.64443407605694,8.8068427766928,8.84839706837091,9.35487519603832,9.28472144992266
"potG",8.72073671303152,8.65300625618389,8.30547523096949,8.39132621268111,8.28145434926328,8.35870614386803,8.04242215505428,8.24055829739899,8.37673367076204,8.30589113517572,8.70148129309779,8.69234994047051,8.69984137190762,8.74439500040023,7.88878372844163,7.9004429683364,8.63993895701773,8.52745098112553
"potH",5.74293998506791,6.04254556310437,5.41165779364327,6.20795112196827,6.45121721452908,6.26090720312972,6.46041926132496,6.40614939583465,5.8089625211786,5.96361392598287,6.34800002773509,6.18689925929466,6.20000205466805,6.50009824822058,5.69835816700597,5.76312252034797,6.34142518293791,6.67718876010181
"potI",6.41509596104171,6.09016636234069,6.56092671817106,6.15555504094253,6.60981458040654,6.64217709733801,6.55349042653531,6.19703863775363,6.07704594532728,6.31374020701699,6.62737538244176,6.23194407633464,6.60504717033103,6.22369522328998,6.2923029957632,6.05246903051032,6.363329214422,6.53911259542869
"poxB",7.05477880098226,7.05094888359117,6.76654847710138,6.32291601364622,6.46640653550663,6.485497154669,6.40429120767599,6.57456970655699,6.83881292952743,6.65769856981889,6.28773734752995,6.60490698907336,6.61753628886906,6.4814160525986,6.7988877227408,6.60177185140853,6.25014226828785,6.21333162671268
"ppa",11.1008185169994,10.9092432320425,11.8917740922181,11.8363633243139,12.0615579215115,12.0147823560648,11.8849715329668,11.8211160637705,11.607237806503,11.6253021949517,11.7451614762179,11.515100876984,11.7737254340828,11.6582527333699,11.7076359528255,11.7789160598401,11.9455043103931,11.8989831258501
"ppc",13.6427292957141,13.4745224955623,13.926225190833,13.6785839339522,14.0823265033547,14.1585140556049,13.8609773271637,14.1673204933261,13.8792497154305,13.7768989832867,13.368236634177,13.740580910175,13.735991735514,13.9286678656002,13.625217372241,13.4343584353965,13.4177340661315,13.1676017647957
"ppdA",4.70900540551749,4.84344301056192,3.63308650754326,4.99725047579285,4.57225145727952,4.46196868696344,4.77763557795778,4.38358279886854,5.08178164090293,5.15538115799087,4.8238315923687,4.82631836288031,5.06821873824427,4.68214935124646,4.50096997832443,4.84220496457795,4.7944424545684,4.65065598554455
"ppdB",5.51869285818869,5.00576481160072,5.11323293671253,5.37813976657229,5.12639789592766,5.3012768503618,5.06020391452955,5.16950056403254,5.15641688905129,5.66090056580229,4.9668732140204,5.14735322797423,5.35929831079347,5.38144542472015,5.20276442258004,5.6267181997828,5.38294112587837,5.04512307945902
"ppdC",5.07939761626174,4.886500035812,5.65083095140398,4.61497467490939,4.71150745073433,4.67334647626497,5.10073118320855,4.90599823660902,5.02906604506594,4.90351095796985,4.71542760364922,4.95841504698883,4.83743275181143,4.90483730501287,4.84325707913015,4.25076681138757,4.52081425862372,4.57785044337249
"pphA",5.66339801671314,5.73484443606629,6.31959892908442,5.44143468930269,5.42694554422469,5.43075741728703,5.34996156858103,5.28107332791326,5.3136477220693,5.36099014781875,5.76842902868848,5.75910905056352,5.35929831079347,5.48533995165292,5.09563611737945,4.97584218769579,5.38294112587837,5.59317753151627
"pphB",5.20561537697303,5.35746482373177,5.85210629922827,5.4718938196088,5.87010800849478,5.19394364374265,4.97430661015303,5.04574349114267,5.24885027062752,5.0615402296463,5.49080167156848,5.64935571013384,5.22291851459483,5.44483414273221,5.55417227779086,5.6267181997828,5.70490681585558,5.36819148318563
"pphC",5.03392436157757,5.11301840573368,3.63308650754326,4.68002217456317,4.88741296298446,4.37644963529058,4.72159770313881,4.28483244634807,4.94479787727675,4.78276109615748,4.71542760364922,4.5548718419559,4.7279065450656,4.63924733054263,4.68843448278856,4.84220496457795,4.71222595194293,5.04512307945902
"ppiA",9.08484922965946,9.13483445483525,9.40919063308482,9.22787110894681,9.12947008145774,9.49856731735371,9.45129514105833,9.44810985333934,9.13486410382198,9.12286225915374,9.10041383045818,8.86916325320024,9.31996283886005,9.47408747885225,8.84366092455463,8.86993468508856,9.14844774054897,9.09887410788984
"ppiB",11.0780919843311,10.9821582129684,11.3461195075247,11.296462326332,11.4250189516844,11.4656724806059,11.29734488926,11.2112570693057,10.7886267046657,10.8316896974052,11.1377101642854,11.0824900984304,11.1435710427835,11.0031827283156,11.1165109673153,11.1509868331915,10.9233366252128,11.1300490751933
"ppiC",6.6708535900781,6.30601981083232,7.02768074415891,7.12666426741557,7.45549353202381,7.05638278104586,7.28037917237903,6.72481901302622,7.14361187855225,7.13416469677657,7.1623657349273,6.83333863058964,6.99661494674394,6.8510613464951,7.09858409830726,7.02074664490827,7.20346329773922,7.16187966808476
"ppiD",11.487795002881,11.4696637408733,11.4744544398469,11.4687807097351,11.2580798092214,11.5067397171196,11.5193988351557,11.8125332791024,11.2901527902174,11.2995523296149,11.5031840563427,11.4632620482849,11.6046445197125,11.6023653264195,11.3182095862707,11.243208764669,11.3965280393155,11.3198917192873
"ppk",11.433231153637,11.5330899274158,10.7541584223916,10.7800512672258,10.7537448218109,11.0169357749402,11.1027447481103,11.3232840782634,11.4719394502154,11.2947909961444,10.9042862590891,11.3461902690049,11.0042941038145,11.0408305635633,10.7544378856341,10.6946704077256,10.6008068644585,10.4898599193361
"ppnN",8.89795573069411,8.99074051324984,9.82638819753182,9.36303737823087,9.4528976463981,9.4030991582205,9.36569787397126,9.72191225142389,9.30561566324332,9.40250211711581,9.28101799965677,9.08350100076927,9.21061502593499,9.3149367170945,9.13849356148129,8.979661187472,9.24385912373398,9.11091882022187
"ppnP",6.83022528393446,6.89406908776021,7.43887777468886,6.93696236253103,7.15624963016452,6.726066550589,6.90431916040616,6.79430745316861,6.75641085776213,6.62180411433184,6.91023884428786,6.43733189484761,6.88808319434409,6.94870729639945,7.17040056006053,6.56645825536556,7.06555892242571,6.91823426045085
"pppA",8.67997561115924,8.49665693196131,8.20440973781426,8.07661253636321,7.65791054195526,7.63772182783827,7.89025003231935,7.76900331073348,7.74105374960257,7.68850068314397,7.92405093703823,7.79753657555278,7.90598641365061,7.72411724876632,7.70845049367163,7.78399126512489,8.16014066677744,8.11354598802957
"ppsA",12.7485319815768,12.989990778759,11.7557495522253,11.6109369463111,12.468818561634,13.1658970750204,12.3657213386707,12.7466927369434,12.9064506239885,12.7425881053075,12.7041928109271,13.1308352036033,12.3806269952533,12.4749408787809,12.5789740890429,12.8320976576463,12.0240104194263,11.94543845998
"ppsR",8.84789033544468,8.83061995558977,8.09569814084893,8.21999685916101,8.48912927564892,8.78802171850574,8.70063052197484,8.6881514995648,8.68089804648509,8.59398485326512,8.54683146372915,9.01831788252275,8.55068275488455,8.53352420673515,8.69038071198278,8.71193621331809,8.16014066677744,8.0245098725398
"pptA",5.24475940252074,5.3009821541498,5.11323293671253,4.95085967586264,5.72130550332168,4.73362779806741,5.73288457710446,4.95467392436976,4.8530818413525,4.6810340526062,4.9668732140204,5.30903955035801,5.25852506091034,4.93751481705356,5.09563611737945,4.84220496457795,4.71222595194293,4.94727573290681
"ppx",10.6512082348517,10.7096064133294,10.1405050922331,10.2647282462716,10.1835325189966,10.4128710319881,10.5112767049808,10.8145137241594,10.8662672022962,10.8336220775777,10.5510058214514,10.638093219859,10.5005212525553,10.4914385531364,10.148678482102,10.325568391331,10.2960296349206,10.25508275268
"pqiA",8.33684054485925,8.26881820289723,7.80458363448945,8.21999685916101,7.98784185737057,8.33630081189491,7.90522146648631,7.87863300800008,8.29248151271688,8.18495970378537,8.30834409255873,8.46344062757027,8.2836084132205,8.09130092167705,8.19305302095977,8.25757284960917,8.31664765668204,8.18374747552509
"pqiB",9.54541810513176,9.65804927372663,9.49716747307629,9.46934402716534,9.5061083409034,9.54484450198553,9.25927717349934,9.3451966655546,9.66111351929685,9.55649246117118,9.68041833268624,9.7829155026627,9.6748733003477,9.62890175149292,9.41771905587281,9.50962319661485,9.50203390405683,9.66068205199777
"pqiC",8.0372446957038,8.12876794394662,7.70927038524372,8.01117642405785,7.98784185737057,7.98411352200805,7.62663917864123,7.76900331073348,7.92355615140165,7.97081765373434,8.14777365731211,8.19479832185132,8.16702432506424,8.05760171463394,8.24907412587207,8.04654325390088,8.10394147220746,8.03973776733823
"pqqL",8.30830419207671,8.34040166306753,8.16907836406951,8.64632753992936,9.92522439580191,10.2327963108809,9.6913459554978,10.001109342515,9.31512651228758,9.22301314988567,9.78783615613365,10.079930937198,10.5462330058579,10.7240912128289,9.3061109355901,9.7798185399359,10.5005717480006,10.3465137401095
"pqqU",7.9711111615986,8.21442414762608,6.56092671817106,7.28606701712751,7.54275261352507,8.36609770612239,7.59616898945226,7.99027476535771,8.17187019156561,8.05291186190033,8.16834299777801,8.12675422167044,8.69404633214926,8.64281635127599,7.95770833319753,8.2019927801881,7.56088058931136,7.56535078919512
