Name,Score,FDR
yfeW,0.07339660338926458,0.9772989172011987
metW,0.07369062119366628,0.9782760909362763
malK,0.07428803484254828,0.9794941611198759
hypC,0.07444057895013928,0.9794941611198759
yhdV,0.07444509073013039,0.9794941611198759
glgX,0.0755578093306288,0.9885799928513751
yedE,0.07560344527925558,0.9885799928513751
yzgL,0.07608328476987852,0.9885799928513751
nusG,0.07668884927228042,0.9885799928513751
yjaH,0.07683124687523532,0.9885799928513751
hisG,0.07687548291292944,0.9885799928513751
ppsA,0.07690815517701435,0.9885799928513751
rplM,0.07691928225839523,0.9885799928513751
yjgM,0.07719213781746584,0.9892194771174668
insB3,0.07751360239695772,0.9904519480519479
flgB,0.07794842304520509,0.9904519480519479
rplS,0.07798604494002262,0.9904519480519479
csgC,0.07818181818181817,0.9904519480519479
fliH,0.07902933153397051,0.9921300660464978
arnC,0.07921318447634236,0.9921300660464978
bssS,0.07923706375339659,0.9921300660464978
ldhA,0.07923769791011114,0.9921300660464978
cpoB,0.07943305670872952,0.9921300660464978
ydhR,0.08038900306464511,0.9996327186880526
glpB,0.08062695612246065,0.9996327186880526
ddpX,0.0807255542452121,0.9996327186880526
yjfN,0.0809355313507016,0.9996327186880526
exuR,0.08136776389630616,0.9998305713266108
nhaB,0.0814025341111652,0.9998305713266108
ttdR,0.08195328927621419,1
pheV,0.08221680876979294,1
proW,0.08240297713981926,1
katG,0.08262386447306837,1
mrr,0.08273465438066399,1
nuoH,0.08331915216575522,1
setA,0.083437830306739,1
tatB,0.08385278624531536,1
accC,0.0842448753117392,1
gltX,0.08436123995567388,1
uspD,0.08516242882906022,1
hslO,0.08524778166313327,1
metY,0.08526187576126674,1
insL-1,0.08545454545454544,1
tatC,0.08588119951742718,1
yedR,0.08606060606060605,1
rimM,0.08627015540076283,1
ftsE,0.08627274536419302,1
yahO,0.08656127068916059,1
yqjC,0.08665603402445507,1
narG,0.08702521173938904,1
ygaC,0.08704390841498377,1
talA,0.08718766613503454,1
napB,0.08870967251574809,1
cspG,0.08960367604824815,1
aes,0.08997273037362134,1
thrL,0.09013398294762484,1
uspA,0.09028339054545086,1
queE,0.09068682963514485,1
dcyD,0.09122726627644426,1
epmC,0.09145702018617059,1
metF,0.09161715264112437,1
purL,0.09167783035584999,1
valW,0.09196102314250912,1
thrB,0.09199380752114177,1
nagK,0.09253856954323714,1
plaP,0.09295873693143299,1
manX,0.09323427357201076,1
argQ,0.09378806333739341,1
hypB,0.09390071148349383,1
alaA,0.09404517453798766,1
yfgJ,0.09427487372466442,1
trpT,0.09439707673568819,1
ftsP,0.0946522100481796,1
fabF,0.09472045622546361,1
b3108,0.09546745147974654,1
ybiJ,0.09609171066200872,1
yghO,0.09680000000000001,1
rzpD,0.09701895672799302,1
lptD,0.09744214372716199,1
gcvB,0.0975757575757576,1
mlc,0.09793668302463454,1
yagJ,0.09843054734860743,1
thrW,0.0986601705237515,1
gspD,0.09872487551071178,1
bipA,0.09882559072816047,1
ycjV,0.09895020006830574,1
zraP,0.09898363349904657,1
ykgE,0.09930254179078377,1
narZ,0.09941520467836258,1
argG,0.0996274912926782,1
raiA,0.09971189515334579,1
mrdA,0.09982282676066431,1
fklB,0.09991157807907829,1
ycaO,0.10013412933194542,1
yobB,0.10064711687700399,1
ligA,0.10154353807509217,1
gatZ,0.10205995386909185,1
serA,0.10226574190784278,1
gltI,0.10227435728513254,1
grxD,0.10275555555555556,1
yijD,0.10283017683257968,1
yehB,0.10288065843621395,1
alaU,0.10292326431181485,1
b2974,0.10315311022941447,1
prs,0.10322198404436968,1
mukF,0.10349075975359344,1
gspC,0.10375004362157646,1
yfcA,0.1037518394056559,1
frdC,0.10381110830674825,1
rplY,0.10408600734831247,1
yidQ,0.1045711208945803,1
dauA,0.10473801997332292,1
pheU,0.10475030450669914,1
mdlA,0.10535103660259143,1
cdd,0.1056222117030211,1
moaA,0.1056815898181792,1
yciH,0.10598377281947262,1
yedK,0.10606060606060606,1
hdeA,0.1063264221158958,1
dtpA,0.10661149859964726,1
ucpA,0.10712921331532206,1
hslU,0.10736608657485867,1
gltA,0.10754446168826004,1
ygbI,0.10774742862521274,1
fsr,0.10820581200343438,1
glyU,0.10840438489646774,1
glsB,0.10854740712319065,1
yhiN,0.10882579232994173,1
degQ,0.10897571810651178,1
osmC,0.10951621477937268,1
trmB,0.11004056795131843,1
lysZ,0.11084043848964678,1
ysaA,0.11098641288681778,1
nagE,0.1110087519342772,1
mak,0.11110499963852048,1
norR,0.111111206547653,1
torS,0.1111602946426752,1
idnD,0.11145924506801368,1
rpoD,0.11149068993019343,1
purT,0.11171827431338174,1
pepT,0.11193055810408117,1
rpsF,0.1119774201909903,1
mqo,0.11212922738983874,1
panF,0.1121999695503939,1
secF,0.11240372228560021,1
rluB,0.11241073478587528,1
tcyJ,0.11316122788052069,1
yedL,0.11327036240778329,1
elbB,0.1134503124061878,1
b3837,0.1137577394639522,1
nlpA,0.11378537140214254,1
csgE,0.11403930211202938,1
cysH,0.11420500712438615,1
yegW,0.1145374016443846,1
lolC,0.1150637320046575,1
yqeA,0.1154090352729614,1
lpp,0.11546841893057289,1
prlF,0.11632155907429963,1
yecJ,0.11713995943204865,1
yhcC,0.11733337562970036,1
yhdP,0.11750922653456713,1
gstA,0.11781600849452244,1
focA,0.11814008038853438,1
lpxK,0.11901589162158631,1
lacI,0.11971345327593405,1
deoD,0.11973083596511891,1
hcaB,0.11975008726084421,1
yhjE,0.11998750399651603,1
yobD,0.12134773926902662,1
dusB,0.12154569235832274,1
ybdD,0.12172561983471075,1
wcaM,0.12181818181818183,1
melR,0.12205765462160273,1
ybfA,0.1223642062988907,1
ispA,0.12247736053223836,1
metR,0.12269029925374417,1
malM,0.12289768055690248,1
fliM,0.12305689192095087,1
fepC,0.1239208199755115,1
gloC,0.12443531827515401,1
ihfB,0.12457860873444351,1
metJ,0.12462134097941066,1
ugd,0.12496556819399474,1
cobS,0.12572033670705404,1
b2639,0.1260780287474333,1
fabB,0.12612784643599628,1
yhaL,0.1262625595834187,1
tyrV,0.12667478684531058,1
pyrG,0.12720317621655775,1
pqqL,0.1273605055066404,1
yhdW,0.12743805078498927,1
frdA,0.12745440934170382,1
hypT,0.1276689617951756,1
spoT,0.12829614604462478,1
fliZ,0.12901419083395943,1
artI,0.12991296475557892,1
fis,0.1302302085481447,1
kup,0.13097783855079728,1
hycD,0.1315023570217641,1
marA,0.13163395035568962,1
glaR,0.13184476342371082,1
argB,0.1318714531956689,1
wrbA,0.1319869308277024,1
b1371,0.1326488706365503,1
mipA,0.13341547708489854,1
b0510,0.13429158110882958,1
hyaB,0.13662772777344925,1
frdD,0.13718523774272268,1
fadJ,0.13730091200789316,1
flgC,0.13730261955572912,1
cysG,0.1381270416658453,1
glyY,0.13885505481120586,1
alaT,0.1394640682095006,1
sstT,0.1395170699938196,1
cysI,0.13997317431712575,1
yhaV,0.14007308160779536,1
flhB,0.14033031298356868,1
frsA,0.14057423366491503,1
cpdA,0.14071820620177902,1
yaiO,0.1414616704389345,1
malG,0.141851436394618,1
yibQ,0.14249492900608518,1
cysJ,0.14280860946730137,1
ymdG,0.14303030303030304,1
ygcN,0.14305612888193997,1
trpD,0.14337849569428388,1
ycjF,0.14350912778904665,1
hiuH,0.14361386598646994,1
fadD,0.1437916175091981,1
argZ,0.14433617539585872,1
potC,0.14452332657200812,1
ivy,0.1446039340776183,1
yafX,0.14511171358820082,1
cusF,0.1453232060878356,1
ybcK,0.14648828472523812,1
gldA,0.1469192733288907,1
ydeA,0.14700093396912922,1
ubiA,0.14725772952429333,1
lysW,0.14738124238733252,1
ftp,0.14764830908197,1
ulaR,0.14785213152661694,1
malP,0.14802979574692984,1
hdeB,0.1483253588516746,1
srkA,0.14878425283743316,1
gcvH,0.14879882053523416,1
arnA,0.14885699096225413,1
ycaQ,0.1490759753593429,1
mreC,0.14923688227476767,1
qmcA,0.14972662317110966,1
b3776,0.14981729598051158,1
ygeA,0.15006649266978397,1
mepM,0.15051179266148507,1
fliO,0.1505257170364824,1
slt,0.15088757396449703,1
glsA,0.15092628316713141,1
ybhP,0.15204678362573099,1
yddY,0.15212121212121213,1
rihA,0.15330206796088314,1
gcvP,0.15344170505335145,1
relA,0.1536738144083475,1
fsaA,0.15397059334094437,1
rpsL,0.15415821501014199,1
gcd,0.1541733120680489,1
yecA,0.15429086130051994,1
yjeH,0.1545588917286399,1
argV,0.15468940316686966,1
rsmJ,0.15503441177537808,1
yibI,0.15541794072961018,1
yccF,0.15567951318458417,1
emrA,0.15582209661629703,1
prmC,0.15616282225842737,1
hcaE,0.15616914520869088,1
hfq,0.15625,1
waaB,0.15641775065213018,1
mepK,0.15687885010266941,1
phnJ,0.1571946873542506,1
flgI,0.15727744199729274,1
ymgE,0.15757575757575756,1
hisD,0.1575939409075508,1
aspT,0.15773447015834352,1
ribA,0.15860151910801495,1
yaiT,0.15862492695550548,1
yidF,0.1586534169828149,1
infA,0.15898028792548008,1
ubiF,0.159111645516116,1
chbG,0.15923168699886342,1
bax,0.15973630831643,1
cusB,0.15987980461279144,1
rnk,0.16009644296697836,1
rplX,0.16024340770791076,1
sra,0.1605528973950027,1
rfaE,0.16060606060606064,1
hypD,0.16082082876510698,1
prc,0.16176470588235295,1
drpB,0.16214779372674107,1
gpsA,0.1627789046653144,1
cysM,0.1628832375101941,1
yaaI,0.16296859504132236,1
flgA,0.1630457467234327,1
rhlE,0.16379310344827586,1
ylcI,0.16435555555555556,1
rplK,0.16481398812585119,1
yhjC,0.16484848484848486,1
serT,0.16504263093788063,1
argC,0.16509809028534683,1
insB4,0.16562063338800606,1
creA,0.16562067877080772,1
yhhX,0.16589764158907958,1
btuF,0.16592538953050626,1
fucO,0.16607203740395635,1
tauA,0.1665570019131678,1
b3436,0.1667027309639962,1
poxB,0.1669324827219564,1
fabR,0.1669596089939384,1
ybjM,0.16737854407582226,1
wecA,0.16768299291409255,1
rpsG,0.1678498985801217,1
nuoI,0.16858567025628188,1
cysB,0.16884315638402705,1
insI2,0.1704312114989733,1
uspF,0.17048669848781145,1
yaeI,0.17130326208957689,1
htpX,0.17132673972830853,1
ydhB,0.1715151515151515,1
narK,0.1717746451044255,1
cueR,0.1725327808386114,1
ilvC,0.17261865130645296,1
mltD,0.17342799188640973,1
clpX,0.17354111627944083,1
pheM,0.17387888867294427,1
pntB,0.1755353820887751,1
rlmD,0.17578309145836338,1
rarA,0.17589894317159607,1
yejB,0.17632287524929485,1
rrfE,0.17661388550548113,1
gstB,0.1766346980818567,1
purD,0.17757477492521004,1
rpoS,0.1781698218796475,1
trmA,0.17845126146513918,1
pgi,0.1785480874190627,1
hcaR,0.17864476386036962,1
ldtE,0.17870074312616074,1
yqeC,0.1787181178520043,1
truC,0.1790040976282239,1
b3913,0.17904770016185811,1
tusB,0.17904993909866018,1
ogrK,0.17919271753906524,1
murI,0.1795072060372967,1
ydcK,0.17980866331407758,1
gfcD,0.1802874743326489,1
mreD,0.1803252636299677,1
znuA,0.18043696044751523,1
glgB,0.18052738336713997,1
yjjI,0.1806594115495991,1
eptB,0.18103613947974245,1
flgJ,0.181463408613078,1
tam,0.18172660882305808,1
glgP,0.18204868154158216,1
essD,0.182160633513249,1
yehF,0.1822244897098693,1
cysC,0.18242432488046118,1
b0017,0.18317802626249743,1
spf,0.18331303288672351,1
gatC,0.1833719777312266,1
menF,0.18356997971602435,1
dmsA,0.18371137312902086,1
b3245,0.1839835728952772,1
mnmG,0.18428319154621725,1
pflA,0.18438491248155722,1
gsiB,0.18478356411706537,1
thiS,0.18607123870281764,1
ytfP,0.1861978067679044,1
ydiF,0.18644491350739628,1
soxS,0.18690408533490813,1
feoB,0.18723329485296136,1
uxaA,0.1872355141932717,1
yhfT,0.18745061580340483,1
fliN,0.18762471764952748,1
ybaY,0.18766613503455612,1
ynjI,0.18805621500191322,1
yecE,0.18809034907597535,1
putP,0.18810920092636976,1
btsR,0.1881219271786051,1
napD,0.18833676830147394,1
yjaG,0.18834542010731697,1
chaA,0.18931516772369586,1
leuV,0.18940316686967112,1
malS,0.18970864197530865,1
rplL,0.18998638134697118,1
kefC,0.19016853386608268,1
holE,0.1903030303030303,1
gntP,0.19147592760360685,1
dnaG,0.19330634402476513,1
aaaE,0.19351408825093036,1
rpnE,0.19382937905038186,1
nanM,0.19408337924701563,1
ycjT,0.19410987798463664,1
leuE,0.19503513599999997,1
yfaA,0.19575749499253692,1
yebW,0.19636363636363635,1
nupC,0.19636410514538516,1
pepE,0.19762035784795157,1
rhtA,0.1981051738459612,1
icd,0.19895483811122033,1
lpxM,0.1990150065036575,1
bioA,0.19925857275254866,1
acnA,0.1993620414673046,1
rbsK,0.19957483710199106,1
trxC,0.19989905890181492,1
yheT,0.20006830572292333,1
b0538,0.2003403934408769,1
glcC,0.20135347849759888,1
era,0.20212717030566393,1
cadB,0.20222987877461435,1
gntU,0.20251256894817396,1
udp,0.20302493255164453,1
proB,0.20335479733368764,1
yccT,0.20363636363636364,1
kdgK,0.20443502423432253,1
hyaF,0.2046948800222626,1
prkB,0.2047252997698296,1
b0255,0.2056550147263325,1
